State,Location,Latitude,Longitude
Uttar Pradesh,Nautanwa,27.42752,83.41789
Uttar Pradesh,Nawabganj,26.93129,81.19841
Uttar Pradesh,Nawabganj (Barabanki),26.94,81.19
Uttar Pradesh,Nawabganj (Bareilly),28.54,79.633
Uttar Pradesh,Newara,27.76666667,79.28333333
Uttar Pradesh,Nichlaul,27.31247,83.7253
Uttar Pradesh,Nigoh,26.75,79.15
Uttar Pradesh,Nihtaur,29.32416,78.38724
Uttar Pradesh,Niwari,28.87611,77.5382
Uttar Pradesh,Nizamabad,26.05295,83.05787
Uttar Pradesh,Noida,28.58,77.33
Uttar Pradesh,Nurpur,29.14956,78.4084
Uttar Pradesh,Obra,24.41863,82.98797
Uttar Pradesh,Orai,25.99023,79.45334
Uttar Pradesh,Oran,25.36882,80.7423
Uttar Pradesh,Pachperwa,27.51234,82.64297
Uttar Pradesh,Padrauna,26.90403,83.98087
Uttar Pradesh,Pahasu,28.1722,78.06376
Uttar Pradesh,Paigaon,27.78333333,77.53333333
Uttar Pradesh,Pali,24.49188,78.41617
Uttar Pradesh,Palia Kalan,28.43205,80.58137
Uttar Pradesh,Paras Rampur,31.32388889,75.67472222
Uttar Pradesh,Parichha,25.50789,78.75954
Uttar Pradesh,Parichhatgarh,28.97841,77.93422
Uttar Pradesh,Parshadepur,26.07354,81.49207
Uttar Pradesh,Pathakpura,26.84441,78.74037
Uttar Pradesh,Patiali,27.69086,78.99823
Uttar Pradesh,Patti,25.9215,82.20048
Uttar Pradesh,Pawayan,28.06626,80.10305
Uttar Pradesh,Payagpur,27.4,81.8
Uttar Pradesh,Phalauda,29.18824,77.82996
Uttar Pradesh,Phaphamau,25.53333333,81.86666667
Uttar Pradesh,Phaphund,26.59888,79.46437
Uttar Pradesh,Phariha,27.32166,78.47267
Uttar Pradesh,Pheona,29.08333333,78.35
Uttar Pradesh,Phulpur,25.54895,82.0895
Uttar Pradesh,Pichhaura,26.33333333,79.31666667
Uttar Pradesh,Pihani,27.61987,80.20343
Uttar Pradesh,Pilibhit,28.63124,79.80436
Uttar Pradesh,Pilkhua,28.71271,77.656
Uttar Pradesh,Pilkhuwa,28.71196944,77.65445556
Uttar Pradesh,Pinahat,26.88487,78.37647
Uttar Pradesh,Pipraich,26.82745,83.52632
Uttar Pradesh,Pipri,24.18,83.0
Uttar Pradesh,Pratapgarh,25.75,81.75
Uttar Pradesh,Prayagraj (Allahabad),25.42012,81.88385
Uttar Pradesh,Pukhrayan,26.22375,79.83739
Uttar Pradesh,Puranpur,28.51283,80.14829
Uttar Pradesh,Purmafi,29.55,77.26666667
Uttar Pradesh,Purwa,26.45756,80.77403
Uttar Pradesh,Qadirganj,27.78333333,79.06666667
Uttar Pradesh,Rabupura,28.25153,77.60253
Uttar Pradesh,Radha Kund,27.52444444,77.49027778
Uttar Pradesh,Radhakund,27.52432,77.49101
Uttar Pradesh,Raebareli,26.2309,81.23315
Uttar Pradesh,Rajapur,25.38725,81.15125
Uttar Pradesh,Ramkola,26.90172,83.83758
Uttar Pradesh,Ramnagar,25.26907,83.02971
Uttar Pradesh,Rampur,28.81014,79.02699
Uttar Pradesh,Rampura,26.34967,79.18234
Uttar Pradesh,Ranipur,25.25034,79.06204
Uttar Pradesh,Ranipur Barsi,29.9,77.21666667
Uttar Pradesh,Rasra,25.8576,83.85487
Uttar Pradesh,Rasulabad,26.74491,80.49012
Uttar Pradesh,Rath,25.59474,79.5666
Uttar Pradesh,Raya,27.55607,77.78972
Uttar Pradesh,Rehar,29.36666667,78.76666667
Uttar Pradesh,Renukoot,24.2,83.03
Uttar Pradesh,Renukut,24.21641,83.0358
Uttar Pradesh,Reoti,25.85091,84.3778
Uttar Pradesh,Reotipur,25.55,83.71666667
Uttar Pradesh,Richha,28.69467,79.52284
Uttar Pradesh,Robertsganj,24.6886,83.06784
Uttar Pradesh,Rudarpur,26.44467,83.61302
Uttar Pradesh,Rudauli,26.75,81.75
Uttar Pradesh,Rura,26.49001,79.90108
Uttar Pradesh,Sabalpur,27.176049,79.42012
Uttar Pradesh,Sachendi,26.371165,80.1123
Uttar Pradesh,Sadabad,27.43818,78.03758
Uttar Pradesh,Sadat,25.67117,83.30269
Uttar Pradesh,Safipur,26.73783,80.3435
Uttar Pradesh,Saharanpur,29.9,77.68333
Uttar Pradesh,Sahaspur,29.12125,78.62273
Uttar Pradesh,Sahaswan,28.07227,78.75082
Uttar Pradesh,Sahawar,27.79603,78.83373
Uttar Pradesh,Sahibabad,28.68333333,77.4
Uttar Pradesh,Sahpau,27.43527778,78.14138889
Uttar Pradesh,Saidpur,25.53749,83.22378
Uttar Pradesh,Sakhanu,27.95472222,79.2275
Uttar Pradesh,Sakit,27.43463,78.77903
Uttar Pradesh,Salempur,26.3,83.91666667
Uttar Pradesh,Salon,26.02857,81.45403
Uttar Pradesh,Sambhal,28.58498,78.56959
Uttar Pradesh,Samthar,25.84348,78.90683
Uttar Pradesh,Sandi,27.28867,79.9519
Uttar Pradesh,Sandila,27.06989,80.51497
Uttar Pradesh,Sant Kabir Nagar,26.79016,83.03481
Uttar Pradesh,Sant Ravi Das Nagar,25.35792,82.4308
Uttar Pradesh,Sarai Akil,25.3789,81.51035
Uttar Pradesh,Sarai Ekdil,26.74442,79.09353
Uttar Pradesh,Sarai Mir,26.02705,82.91843
Uttar Pradesh,Sarauli,28.49404,79.09177
Uttar Pradesh,Sardhana,29.14551,77.61433
Uttar Pradesh,Sarila,25.77579,79.67535
Uttar Pradesh,Sarurpur,29.03333333,77.23333333
Uttar Pradesh,Sasni,27.70287,78.08278
Uttar Pradesh,Satrikh,26.86045,81.19567
Uttar Pradesh,Saurikh,27.03051,79.48813
Uttar Pradesh,Sector,28.5708,77.3261
Uttar Pradesh,Seohara,29.20904,78.58837
Uttar Pradesh,Shahabad,27.6431,79.9402
Uttar Pradesh,Shahganj,26.04965,82.68423
Uttar Pradesh,Shahi,28.55023,79.31761
Uttar Pradesh,Shahjahanpur,28.0,79.83333
Uttar Pradesh,Shahpur,29.3501,77.5516
Uttar Pradesh,Shamli,29.4497,77.30959
Uttar Pradesh,Shamsabad,27.01718,78.12358
Uttar Pradesh,Shankargarh,25.182,81.61769
Uttar Pradesh,Shergarh,28.65128,79.36815
Uttar Pradesh,Sherkot,29.32704,78.57429
Uttar Pradesh,Shibnagar,28.5,79.98333333
Uttar Pradesh,Shikarpur,28.28072,78.01411
Uttar Pradesh,Shikarpur (Bulandshahr),28.28,78.02
Uttar Pradesh,Shikohabad,27.108,78.58661
Uttar Pradesh,Shishgarh,28.72928,79.31469
Uttar Pradesh,Shivrajpur,26.85722222,79.115
Uttar Pradesh,Shrawasti,27.50746,82.0047
Uttar Pradesh,Siddharthnagar,27.25797,83.01465
Uttar Pradesh,Siddhaur,26.76944444,81.41805556
Uttar Pradesh,Sidhauli,27.28202,80.8345
Uttar Pradesh,Sidhpura,27.63312,78.86918
Uttar Pradesh,Sikandarabad,28.45226,77.70004
Uttar Pradesh,Sikandarpur,26.04327,84.05298
Uttar Pradesh,Sikandra,26.36722,79.6298
Uttar Pradesh,Sikandra Rao,27.68859,78.37985
Uttar Pradesh,Sikandrabad,28.449525,77.69415278
Uttar Pradesh,Sirathu,25.64292,81.31855
Uttar Pradesh,Sirsa,25.2634,82.0919
Uttar Pradesh,Sirsaganj,27.05715,78.68661
Uttar Pradesh,Sirsi,28.63916,78.64303
Uttar Pradesh,Sisauli,29.41386,77.4689
Uttar Pradesh,Siswa Bazar,27.14652,83.75803
Uttar Pradesh,Sitapur,27.5,80.91667
Uttar Pradesh,Sonbhadra,24.40212,83.05352
Uttar Pradesh,Soron,27.89055,78.74621
Uttar Pradesh,Suar,29.02841,79.05654
Uttar Pradesh,Sultanpur,26.25,82.0
Uttar Pradesh,Surianwan,25.46387,82.41922
Uttar Pradesh,Tajpur,29.16242,78.48458
Uttar Pradesh,Talbahat,25.04357,78.43441
Uttar Pradesh,Talgram,27.04753,79.64811
Uttar Pradesh,Tanda,28.97621,78.94187
Uttar Pradesh,Terha,25.8333,80.25
Uttar Pradesh,Thakurdwara,29.19203,78.86145
Uttar Pradesh,Thana Bhawan,29.58605,77.41811
Uttar Pradesh,Tigri,28.51083333,77.23888889
Uttar Pradesh,Tikaitnagar,26.94612,81.56583
Uttar Pradesh,Tikri,29.2291,77.35479
Uttar Pradesh,Tilhar,27.96282,79.73827
Uttar Pradesh,Tilsahri,26.3333,80.4167
Uttar Pradesh,Tindwari,25.61739,80.52718
Uttar Pradesh,Titron,29.66824,77.32391
Uttar Pradesh,Tori Fatehpur,25.45,79.1333
Uttar Pradesh,Tori-Fatehpur,25.45505,79.11428
Uttar Pradesh,Tulsipur,27.5337,82.41653
Uttar Pradesh,Tundla,27.2146,78.23683
Uttar Pradesh,Ugu,26.79681,80.32093
Uttar Pradesh,Ujhani,28.00311,79.00821
Uttar Pradesh,Umri,26.33333333,79.25
Uttar Pradesh,Un,29.58479,77.2554
Uttar Pradesh,Unnao,26.5,80.5
Uttar Pradesh,Usawan,27.81583333,79.34861111
Uttar Pradesh,Usehat,27.79796,79.23763
Uttar Pradesh,Uska,27.2,83.11666667
Uttar Pradesh,Utraula,27.31933,82.41872
Uttar Pradesh,Varanasi,25.31668,83.01041
Uttar Pradesh,Vindhyachal,25.1667,82.5
Uttar Pradesh,Vrindavan,27.58105,77.69662
Uttar Pradesh,Walterganj,26.8667,82.7167
Uttar Pradesh,Wazirganj,28.21145,79.05665
Uttar Pradesh,Yusufpur,25.6667,83.4667
Uttar Pradesh,Zafarabad,25.69867,82.73354
Uttar Pradesh,Zaidpur,26.83093,81.32929
Uttar Pradesh,Zamania,25.41961,83.55786
Uttarakhand,Almora,29.69223,79.49789
Uttarakhand,Bageshwar,29.97315,79.83224
Uttarakhand,Barkot,30.80861,78.20596
Uttarakhand,Bazpur,29.15299,79.10814
Uttarakhand,Bhim Tal,29.34447,79.56336
Uttarakhand,Bhowali,29.38985,79.50481
Uttarakhand,Birbhaddar,30.0712,78.28189
Uttarakhand,Chakrata,30.70369,77.86386
Uttarakhand,Chamoli,30.5,79.5
Uttarakhand,Champawat,29.28756,80.03737
Uttarakhand,Clement Town,30.26361,78.00862
Uttarakhand,Dehradun,30.33,78.06
Uttarakhand,Devaprayag,30.14603,78.60272
Uttarakhand,Dharchula,29.84707,80.51951
Uttarakhand,Doiwala,30.17667,78.11659
Uttarakhand,Dugadda,29.80673,78.61109
Uttarakhand,Dwarahat,29.77785,79.42731
Uttarakhand,Garhwal,29.96366,78.92853
Uttarakhand,Haldwani,29.22254,79.5286
Uttarakhand,Harbatpur,30.43863,77.74058
Uttarakhand,Haridwar,29.94791,78.16025
Uttarakhand,Jaspur,29.27919,78.82798
Uttarakhand,Joshimath,30.55543,79.56436
Uttarakhand,Kaladhungi,29.28351,79.351
Uttarakhand,Kalagarh Project Colony,29.4778,78.78449
Uttarakhand,Kashipur,29.21399,78.95693
Uttarakhand,Khatima,28.92134,79.97075
Uttarakhand,Kichha,28.91154,79.52009
Uttarakhand,Kotdwara,29.74612,78.52219
Uttarakhand,Laksar,29.7587,78.04148
Uttarakhand,Lansdowne,29.84183,78.68014
Uttarakhand,Lohaghat,29.40356,80.08965
Uttarakhand,Manglaur,29.79094,77.87836
Uttarakhand,Mussoorie,30.45498,78.07068
Uttarakhand,Naini Tal,29.39743,79.44686
Uttarakhand,Narendranagar,30.16173,78.28712
Uttarakhand,Pauri,30.15286,78.7771
Uttarakhand,Pipalkoti,30.42553,79.43066
Uttarakhand,Pithoragarh,30.0,80.25
Uttarakhand,Raipur,30.31097,78.08979
Uttarakhand,Raiwala Bara,30.01864,78.2293
Uttarakhand,Ramnagar,29.3925,79.1283
Uttarakhand,Ranikhet,29.64082,79.43229
Uttarakhand,Rishikesh,30.10778,78.29255
Uttarakhand,Roorkee,29.86632,77.89118
Uttarakhand,Rudraprayag,30.60872,79.06517
Uttarakhand,Sitarganj,28.9293,79.70436
Uttarakhand,Srinagar,30.22243,78.78341
Uttarakhand,Sultanpur,29.75534,78.11034
Uttarakhand,Tanakpur,29.074,80.11139
Uttarakhand,Tehri,30.39086,78.4803
Uttarakhand,Tehri-Garhwal,30.5,78.66667
Uttarakhand,Udham Singh Nagar,29.02746,79.52347
Uttarakhand,Uttarkashi,30.72986,78.44342
Uttarakhand,Vikasnagar,30.46944,77.77275
West Bengal,Ahmedpur,23.83009,87.68661
West Bengal,Aistala,23.18,88.58
West Bengal,Aknapur,18.38576389,77.27225278
West Bengal,Alipurduar,26.49136,89.52796
West Bengal,Amlagora,22.84616,87.33559
West Bengal,Amta,22.57333333,88.01611111
West Bengal,Amtala,22.22,88.17
West Bengal,Andal,23.6,87.2
West Bengal,Arambagh community development block,22.88,87.78
West Bengal,Asansol,23.68333333,86.96666667
West Bengal,Ashoknagar Kalyangarh,22.833,88.633
West Bengal,Badkulla,23.28,88.53
West Bengal,Baduria,22.74,88.79
West Bengal,Bagdogra,26.699804,88.319392
West Bengal,Bagnan,22.47,87.97
West Bengal,Bagula,23.335,88.644
West Bengal,Bahula,23.657419,87.195974
West Bengal,Baidyabati,22.79,88.32
West Bengal,Bakreswar,23.8832,87.37265
West Bengal,Balarampur,23.09714,86.22292
West Bengal,Bali Chak,22.36482,87.55304
West Bengal,Bally,22.65,88.34
West Bengal,Balurghat,25.21666667,88.76666667
West Bengal,Bamangola community development block,25.17,88.335
West Bengal,Baneswar,26.65,89.81666667
West Bengal,Bangaon,23.07,88.82
West Bengal,Bankra,22.63,88.3
West Bengal,Bankura,23.25,87.06666667
West Bengal,Bansberia,22.97,88.4
West Bengal,Bansihari community development block,25.4,88.4167
West Bengal,Barabazar,23.36,86.65
West Bengal,Baranagar,22.64,88.37
West Bengal,Barasat,22.23333333,88.45
West Bengal,Bardhaman,23.25,87.85
West Bengal,Barjora,23.43333333,87.28333333
West Bengal,Barrackpore,22.75,88.36666667
West Bengal,Baruipur,22.35,88.44
West Bengal,Basanti,22.1891534,88.6705685
West Bengal,Basirhat,22.65722222,88.89416667
West Bengal,Bawali,22.42563,88.19336
West Bengal,Begampur,22.74,88.24
West Bengal,Belda,22.08,87.35
West Bengal,Beldanga,23.93,88.25
West Bengal,Beliatore,23.33333333,87.21666667
West Bengal,Berhampore,24.1,88.25
West Bengal,Bhadreswar,22.82,88.35
West Bengal,Bhandardaha,22.62,88.21
West Bengal,Bhatpara,22.86666667,88.41666667
West Bengal,Birbhum district,24.0,87.58333
West Bengal,Birpara,26.5,89.5
West Bengal,Bishnupur,22.38,88.27
West Bengal,Bolpur,23.67,87.72
West Bengal,Budge Budge,22.47,88.17
West Bengal,Canning,22.32,88.67
West Bengal,Chakapara,22.63,88.35
West Bengal,Chakdaha,23.08,88.52
West Bengal,Champadanga,22.83,87.96
West Bengal,Champahati,22.40026,88.49209
West Bengal,Champdani,22.8,88.37
West Bengal,Chandannagar,22.86666667,88.38333333
West Bengal,Chandrakona,22.73,87.52
West Bengal,Chittaranjan,23.87,86.87
West Bengal,Churulia,23.78,87.08
West Bengal,Contai,21.78,87.75
West Bengal,Cooch Behar,26.31666667,89.43333333
West Bengal,Cossimbazar,24.12,88.28
West Bengal,Dakshin Dinajpur district,25.22,88.76
West Bengal,Dalkola,25.87577,87.84009
West Bengal,Dam Dam,22.63333333,88.42277778
West Bengal,Darjeeling,27.04166667,88.26305556
West Bengal,Daulatpur,25.32605,88.32989
West Bengal,Debagram,23.68333333,88.28333333
West Bengal,Debipur,24.25029,88.61824
West Bengal,Dhaniakhali community development block,22.97,88.1
West Bengal,Dhulagari,22.58222222,88.17111111
West Bengal,Dhulian,24.68,87.97
West Bengal,Dhupguri,26.6,89.02
West Bengal,Diamond Harbour,22.2,88.2
West Bengal,Digha,21.68,87.55
West Bengal,Dinhata,26.13,89.47
West Bengal,Domjur,22.64,88.22
West Bengal,Dubrajpur,23.8,87.38
West Bengal,Durgapur,23.55,87.32
West Bengal,Egra,21.9,87.53
West Bengal,Falakata,26.53,89.2
West Bengal,Farakka,24.81667,87.9
West Bengal,Fort Gloster,22.50444444,88.18333333
West Bengal,Gaighata community development block,22.93,88.73
West Bengal,Gairkata,26.68,89.03
West Bengal,Gangadharpur,22.7604,88.2218
West Bengal,Gangarampur,25.4,88.52
West Bengal,Garui,22.63333333,88.4
West Bengal,Garulia,22.82,88.37
West Bengal,Ghatal,22.67,87.72
West Bengal,Giria,24.51666667,88.06666667
West Bengal,Gobardanga,22.87,88.76
West Bengal,Gobindapur,22.59306,88.09139
West Bengal,Gopalpur,22.61845,88.75119
West Bengal,Gopinathpur,23.22,88.15
West Bengal,Gorubathan,26.97,88.7
West Bengal,Gosaba,22.16,88.8
West Bengal,Gosanimari,26.15,89.36666667
West Bengal,Gurdaha,22.73472222,88.75944444
West Bengal,Guskhara,23.49277778,87.73472222
West Bengal,Habra,22.83,88.63
West Bengal,Haldia,22.06046,88.10975
West Bengal,Haldibari,26.33,88.77
West Bengal,Halisahar,22.95,88.42
West Bengal,Harindanga,22.03333333,88.31666667
West Bengal,Haringhata,22.95,88.57
West Bengal,Haripur,22.93611,88.23194
West Bengal,Hasimara,26.75,89.35
West Bengal,Hindusthan Cables Town,23.82,86.9
West Bengal,Hooghly district,22.91,88.39
West Bengal,Howrah,22.57688,88.31857
West Bengal,Ichapur,22.80499,88.37088
West Bengal,Indpur community development block,23.1667,86.9333
West Bengal,Ingraj Bazar,25.00447,88.14573
West Bengal,Islampur,26.27,88.2
West Bengal,Jafarpur,22.32,88.23
West Bengal,Jaigaon,26.86666667,89.38333333
West Bengal,Jalpaiguri,26.51666667,88.73333333
West Bengal,Jamuria,23.7,87.08
West Bengal,Jangipur,24.47001,88.07659
West Bengal,Jaynagar Majilpur,22.17722222,88.42583333
West Bengal,Jejur,22.88,88.12
West Bengal,Jhalida,23.36541,85.97581
West Bengal,Jhargram,22.45,86.98
West Bengal,Jhilimili,22.8167,86.6167
West Bengal,Kakdwip,21.8833,88.1833
West Bengal,Kalaikunda,22.33916667,87.22638889
West Bengal,Kaliaganj,25.63,88.32
West Bengal,Kalimpong,27.07059,88.47529
West Bengal,Kalna,23.22,88.37
West Bengal,Kalyani,22.975,88.43444444
West Bengal,Kamarhati,22.67,88.37
West Bengal,Kamarpukur,22.91,87.65
West Bengal,Kanchrapara,22.97,88.43
West Bengal,Kandi,23.95,88.03
West Bengal,Karimpur,23.96666667,88.61666667
West Bengal,Katwa,23.65,88.13
West Bengal,Kenda,23.2,86.53
West Bengal,Keshabpur,22.97,88.26
West Bengal,Kharagpur,22.330239,87.323653
West Bengal,Kharar,22.7,87.68
West Bengal,Kharba,25.42,88.07
West Bengal,Khardaha,22.72,88.38
West Bengal,Khatra,22.98,86.85
West Bengal,Kirnahar,23.75,87.87
West Bengal,Kolkata,22.54111111,88.33777778
West Bengal,Konnagar,22.7,88.35
West Bengal,Krishnanagar,23.4,88.5
West Bengal,Krishnapur,22.67,88.26
West Bengal,Kshirpai,22.7109664,87.6174038
West Bengal,Kulpi,22.08,88.24
West Bengal,Kultali,21.9,88.4
West Bengal,Kulti,23.73,86.85
West Bengal,Kurseong,26.88,88.28
West Bengal,Lalgarh,22.58,87.05
West Bengal,Lalgola,24.42,88.25
West Bengal,Loyabad,23.67,86.67
West Bengal,Madanpur,23.02,88.48
West Bengal,Madhyamgram,22.7,88.45
West Bengal,Mahiari,22.59,88.24
West Bengal,Mahishadal community development block,22.183333,87.983333
West Bengal,Mainaguri,26.57,88.82
West Bengal,Manikpara,22.36666667,87.11666667
West Bengal,Masila,22.58083,88.23278
West Bengal,Mathabhanga,26.34197,89.21555
West Bengal,Matiali community development block,26.927159,88.8133049
West Bengal,Matigara community development block,26.716667,88.383333
West Bengal,Medinipur,22.43333333,87.33333333
West Bengal,Mejia community development block,23.57,87.1
West Bengal,Memari,23.2,88.12
West Bengal,Mirik,26.887,88.187
West Bengal,Mohanpur community development block,21.83856,87.43145
West Bengal,Monoharpur,22.68,88.3
West Bengal,Muragacha,23.53631,88.39425
West Bengal,Muri,23.37,85.86
West Bengal,Murshidabad,24.18,88.27
West Bengal,Nabadwip,23.40722222,88.37777778
West Bengal,Nabagram,22.29,88.51
West Bengal,Nadia district,23.4,88.5
West Bengal,Nagarukhra,22.94099,88.63701
West Bengal,Nagrakata,26.9,88.9667
West Bengal,Naihati,22.9,88.42
West Bengal,Naksalbari,26.68333333,88.21666667
West Bengal,Nalhati,24.3,87.82
West Bengal,Nalpur,22.53,88.19
West Bengal,Namkhana community development block,21.7,88.14
West Bengal,Nandigram,22.01,87.99
West Bengal,Nangi,22.50833333,88.21527778
West Bengal,Nayagram community development block,22.0319,87.1781
West Bengal,North 24 Parganas district,22.13,88.5
West Bengal,Odlabari,26.83638889,88.62944444
West Bengal,Paikpara,24.77121,87.92251
West Bengal,Panagarh,23.45,87.43
West Bengal,Panchla,22.54,88.14
West Bengal,Panchmura,22.9667,87.1667
West Bengal,Pandua,23.08,88.28
West Bengal,Panihati,22.69,88.37
West Bengal,Panskura,22.42,87.7
West Bengal,Parbatipur,22.6625,88.22222
West Bengal,Paschim Medinipur district,22.43333333,87.33333333
West Bengal,Patiram,25.31666667,88.75
West Bengal,Patrasaer,23.19697,87.53319
West Bengal,Patuli,23.55,88.25
West Bengal,Pujali,22.47,88.15
West Bengal,Puncha community development block,23.123,86.653
West Bengal,Purba Medinipur district,22.3,87.91666667
West Bengal,Purulia,23.33333333,86.36666667
West Bengal,Raghudebbati,22.53,88.2
West Bengal,Raghunathpur,23.55,86.67
West Bengal,Raiganj,25.61666667,88.11666667
West Bengal,Rajmahal,25.05,87.84
West Bengal,Rajnagar community development block,23.9472,87.3625
West Bengal,Ramchandrapur,22.9,88.48
West Bengal,Ramjibanpur,22.83,87.62
West Bengal,Ramnagar,22.77778,88.24639
West Bengal,Rampur Hat,24.17737,87.78275
West Bengal,Ranaghat,23.18,88.58
West Bengal,Raniganj,23.62,87.13
West Bengal,Raypur,22.41083,88.50944
West Bengal,Rishra,22.71,88.35
West Bengal,Sahapur,22.52,88.17
West Bengal,Sainthia,23.95,87.67
West Bengal,Salanpur community development block,23.76702,86.87492
West Bengal,Sankarpur,23.6,87.2
West Bengal,Sankrail,22.57,88.24
West Bengal,Santipur,23.25,88.43
West Bengal,Santoshpur,22.5,88.17
West Bengal,Santuri community development block,23.5272,86.85709
West Bengal,Sarenga,22.54,88.21
West Bengal,Serampore,22.75,88.34
West Bengal,Serpur,24.13,88.0
West Bengal,"Shyamnagar, West Bengal",22.83,88.37
West Bengal,Siliguri,26.71004,88.42851
West Bengal,Singur,22.81,88.23
West Bengal,Sodpur,22.70416667,88.39166667
West Bengal,Solap,22.12777778,88.15861111
West Bengal,Sonada,27.0,88.14
West Bengal,Sonamukhi,23.3,87.42
West Bengal,Sonarpur community development block,22.44259,88.43044
West Bengal,South 24 Parganas district,22.16197,88.4317
West Bengal,Srikhanda,23.6,88.0833
West Bengal,Srirampur,23.35,88.12
West Bengal,Suri,23.91666667,87.53333333
West Bengal,Swarupnagar community development block,22.8333,88.8667
West Bengal,Takdah,27.0333,88.3667
West Bengal,Taki,22.59,88.92
West Bengal,Tamluk,22.3,87.91666667
West Bengal,Tarakeswar,22.89,88.02
West Bengal,Titagarh,22.74,88.37
West Bengal,Tufanganj,26.32,89.67
West Bengal,Tulin,23.37,85.9
West Bengal,Uchalan,23.0333,87.7833
West Bengal,Ula,22.7225,88.55556
West Bengal,Uluberia,22.47,88.11
West Bengal,Uttar Dinajpur district,25.62,88.12
West Bengal,Uttarpara Kotrung,22.67,88.35
